split	genre	dataset	year	sid	score	sentence1	sentence2
train	main-captions	MSRvid	2012test	0327	3.750	Seorang pria sedang bermain gitar.	Seorang pria memainkan gitar akustik.
train	main-captions	MSRvid	2012test	0328	0.400	Seorang wanita sedang mengiris labu.	Seorang wanita sedang menunggangi seekor gajah.
train	main-captions	MSRvid	2012test	0329	0.400	Seorang wanita sedang menari.	Seorang wanita sedang menguleni adonan.
train	main-captions	MSRvid	2012test	0331	0.600	Seorang wanita sedang memecahkan telur ke dalam mangkuk.	Seorang wanita sedang menaruh tusuk sate di atas rak.
train	main-captions	MSRvid	2012test	0332	4.000	Sebuah mobil sedang bergerak melalui jalan raya.	Sebuah mobil sedang melaju di jalan.
train	main-captions	MSRvid	2012test	0334	0.400	Seseorang sedang mengolesi wajan.	Smeone sedang berbaring.
train	main-captions	MSRvid	2012test	0335	0.400	Seorang pria sedang bermain gitar.	Seorang pria sedang menghabiskan pasta.
train	main-captions	MSRvid	2012test	0336	0.400	Seorang wanita sedang minum vodka.	Seorang wanita sedang berolahraga.
train	main-captions	MSRvid	2012test	0339	4.800	Seorang wanita sedang memotong daging menjadi beberapa bagian.	Seorang wanita sedang memotong daging.
train	main-captions	MSRvid	2012test	0342	0.600	Seorang pria sedang membilas steak.	Seorang pria sedang bermain gitar.
train	main-captions	MSRvid	2012test	0344	0.800	Seorang pria sedang menjual barang.	Seorang pria sedang membersihkan rumah.
train	main-captions	MSRvid	2012test	0347	3.200	Seorang pria sedang melompati tembok.	Seorang pria melompat ke dinding pendek.
train	main-captions	MSRvid	2012test	0348	3.200	Pelari berlomba mengelilingi trek.	Pelari berkompetisi dalam perlombaan.
train	main-captions	MSRvid	2012test	0349	0.600	Seorang pria sedang menendang bola sepak.	Seorang pria sedang mencampur mangkuk.
train	main-captions	MSRvid	2012test	0350	0.600	Seorang wanita sedang menggoreng sesuatu.	Seorang wanita sedang menunggang kuda.
train	main-captions	MSRvid	2012test	0351	0.000	Seekor kucing sedang menjilati pengisap.	Seorang wanita sedang mengiris mentimun.
train	main-captions	MSRvid	2012test	0352	1.400	Seorang wanita sedang menari di dekat api.	Seorang wanita sedang mandi.
train	main-captions	MSRvid	2012test	0355	2.200	Pria itu sedang mengiris ikan hingga terbuka.	Seorang pria sedang mengiris kentang.
train	main-captions	MSRvid	2012test	0357	3.600	Mentega meleleh dalam wajan.	Seorang pria sedang melelehkan mentega dalam wajan.
train	main-captions	MSRvid	2012test	0359	3.111	Tiga anak laki-laki sedang menari.	Anak-anak sedang menari.
train	main-captions	MSRvid	2012test	0360	0.600	Seorang wanita sedang bermain game dengan seorang pria.	Seorang pria sedang bermain piano.
train	main-captions	MSRvid	2012test	0361	0.400	Pria itu sedang mengendarai mobil berwarna putih.	Seorang pria sedang memberikan wawancara.
train	main-captions	MSRvid	2012test	0365	4.250	Seorang pria mengendarai mobilnya.	Seorang pria sedang mengendarai mobil.
train	main-captions	MSRvid	2012test	0366	3.000	Sebuah mobil mundur dari suatu tempat.	Sebuah mobil mundur dari jalur yang diblokir.
train	main-captions	MSRvid	2012test	0368	5.000	Seorang pria menaruh keju di atas pizza.	Pria itu menaburkan keju di atas pizza.
train	main-captions	MSRvid	2012test	0369	5.000	Anak laki-laki itu sedang bermain piano.	Seorang anak laki-laki memainkan piano.
train	main-captions	MSRvid	2012test	0371	3.750	Pria itu memainkan gitarnya.	Seorang pria sedang bermain gitar.
train	main-captions	MSRvid	2012test	0373	0.200	Seorang pria sedang menunggang kuda.	Seorang pria sedang memainkan keyboard.
train	main-captions	MSRvid	2012test	0374	0.400	Seorang pria berjalan di atas tali.	Seorang pria sedang mengendarai mo-pad.
train	main-captions	MSRvid	2012test	0376	1.286	Seorang gadis sedang memainkan seruling.	Sebuah band sedang bermain di atas panggung.
train	main-captions	MSRvid	2012test	0377	4.600	Orang-orang turun dari kereta.	Sekelompok orang turun dari kereta.
train	main-captions	MSRvid	2012test	0378	0.600	Seorang wanita sedang menjahit dengan mesin.	Seorang wanita sedang membuat daging.
train	main-captions	MSRvid	2012test	0379	2.000	Seekor anjing sedang melihat ke dalam kolam renang.	Seekor anjing sedang berjalan di sekitar kolam.
train	main-captions	MSRvid	2012test	0380	5.000	Seorang pria sedang mengolesi sepotong roti dengan mentega.	Seorang pria mengoleskan mentega pada roti.
train	main-captions	MSRvid	2012test	0382	1.800	Seorang pria sedang memotong tomat menjadi beberapa bagian.	Seorang wanita sedang memotong beberapa sayuran.
train	main-captions	MSRvid	2012test	0384	2.400	Tiga gadis remaja menari di dalam ruangan.	Beberapa gadis remaja menari di depan kamera.
train	main-captions	MSRvid	2012test	0385	2.400	Seekor singa sedang berjalan.	Seekor singa sedang mondar-mandir di dalam kandang.
train	main-captions	MSRvid	2012test	0386	0.400	Seorang pria menembaki mobil.	Seorang pria sedang memotong kentang.
train	main-captions	MSRvid	2012test	0388	4.200	Seekor kuda hitam sedang berlarian.	Kuda itu sedang berlari.
train	main-captions	MSRvid	2012test	0390	0.000	Seorang wanita sedang mengupas udang.	Seorang pria menari di tengah hujan.
train	main-captions	MSRvid	2012test	0391	0.000	Seorang pria sedang menunggang kuda.	Seorang wanita sedang mencuci freezer.
train	main-captions	MSRvid	2012test	0393	0.800	Seorang pria berjalan menyusuri jalan setapak.	Seorang pria berjalan melintasi tali yang ketat.
train	main-captions	MSRvid	2012test	0394	1.400	Seorang pria sedang mengiris kentang.	Seorang wanita sedang memotong jalepeno.
train	main-captions	MSRvid	2012test	0395	1.500	Seekor anjing menggonggong pada sebuah bola.	Seekor anjing berenang mengejar bola tenis.
train	main-captions	MSRvid	2012test	0397	2.500	Seorang anak lari dari ikan yang berayun-ayun di alat pancing.	Seorang anak kecil berlarian di sekitar alat pancing.
train	main-captions	MSRvid	2012test	0398	2.500	Seorang pria sedang berjalan di sepanjang jalan melewati hutan belantara.	Seorang pria sedang berjalan di jalan.
train	main-captions	MSRvid	2012test	0399	3.500	Seorang lelaki tua sedang berbicara di podium.	Seorang pria sedang berpidato di podium.
train	main-captions	MSRvid	2012test	0401	3.400	Seorang pria menunggang kuda dalam gerakan lambat.	Seorang pria sedang menunggang kuda.
train	main-captions	MSRvid	2012test	0402	3.800	Seseorang sedang memotong keju burrata.	Orang itu sedang mengiris keju.
train	main-captions	MSRvid	2012test	0403	3.800	Pria itu menembakkan senapan otomatis.	Seorang pria menembakkan pistol.
train	main-captions	MSRvid	2012test	0406	1.500	Seorang pria sedang menghancurkan bawang putih dengan punggung pisau.	Seorang wanita sedang mengiris daging dengan pisau.
train	main-captions	MSRvid	2012test	0407	0.500	Seorang wanita sedang mengikir kuku jarinya dengan papan ampelas.	Seorang wanita sedang menyusui bayinya dengan botol.
train	main-captions	MSRvid	2012test	0408	0.000	Seorang pria sedang mengendarai skateboard.	Seorang wanita sedang memotong kentang.
train	main-captions	MSRvid	2012test	0409	0.000	Seorang wanita sedang mandi.	Seorang pria sedang menunggang kuda putih.
train	main-captions	MSRvid	2012test	0410	0.800	Seorang pria sedang menari.	Seorang pria sedang menunggang kuda.
train	main-captions	MSRvid	2012test	0413	0.850	Seorang pria sedang mendayung perahu.	Seorang pria menembakkan pistol.
train	main-captions	MSRvid	2012test	0414	3.400	Seorang pria sedang berayun dari tali yang diikatkan ke langit-langit.	Seorang pria sedang berayun di atas tali.
train	main-captions	MSRvid	2012test	0415	0.400	Seorang wanita sedang menunggang kuda di pantai.	Seorang pria sedang menggendong pria lain di punggungnya.
train	main-captions	MSRvid	2012test	0416	1.750	Seorang pria memegang binatang kecil di satu tangan.	Seorang pria memamerkan seekor monyet kecil.
train	main-captions	MSRvid	2012test	0417	3.250	Seseorang sedang melipat selembar kertas berbentuk persegi.	Seorang pria sedang melipat kertas.
train	main-captions	MSRvid	2012test	0418	0.750	Seseorang sedang menggoreng daging dalam wajan.	Seseorang sedang memegang seekor sigung.
train	main-captions	MSRvid	2012test	0422	0.000	Seekor simpanse menyakiti seorang wanita.	Seorang pria sedang mengendarai mobil.
train	main-captions	MSRvid	2012test	0423	0.000	Wanita itu sedang mengupas udang.	Pria itu sedang memegang seekor lemur.
train	main-captions	MSRvid	2012test	0427	4.250	Dua zebra sedang bermain.	Zebra sedang bersosialisasi.
train	main-captions	MSRvid	2012test	0428	1.800	Seorang wanita sedang mengiris mentega.	Seorang wanita mengiris tahu.
train	main-captions	MSRvid	2012test	0429	3.200	Beberapa pria sedang bermain gitar.	Tiga pria sedang bermain gitar dan bernyanyi bersama.
train	main-captions	MSRvid	2012test	0430	3.600	Gajah-gajah itu menyemprotkan air ke tubuhnya sendiri.	Gajah menyemprot dirinya dengan air.
train	main-captions	MSRvid	2012test	0432	2.600	Seekor anjing duduk di konter sebuah toko.	Anjing itu berdiri di konter.
train	main-captions	MSRvid	2012test	0433	3.200	Seseorang mengebor lubang pada potongan kayu dengan bor listrik.	Seorang pria membuat lubang pada sepotong kayu.
train	main-captions	MSRvid	2012test	0437	2.800	Seorang wanita sedang mengiris beberapa sayuran.	Wanita itu sedang memotong bawang putih.
train	main-captions	MSRvid	2012test	0438	4.600	Seekor luak sedang menggali lubang.	Seekor musang sedang menggali tanah.
train	main-captions	MSRvid	2012test	0439	0.000	Seorang wanita sedang bermain ski air di danau.	Seorang pria sedang memainkan seruling.
train	main-captions	MSRvid	2012test	0440	0.250	Seorang gadis sedang bermain biola.	Seorang bayi tertawa dan cekikikan.
train	main-captions	MSRvid	2012test	0441	3.923	Sebuah helikopter mendarat di helipad.	Sebuah helikopter mendarat.
train	main-captions	MSRvid	2012test	0442	2.750	Seorang wanita sedang memotong ayam.	Seorang wanita sedang mengiris daging.
train	main-captions	MSRvid	2012test	0443	0.000	Seorang wanita sedang memotong mentimun.	Seorang pria sedang bermain gitar.
train	main-captions	MSRvid	2012test	0444	3.000	Seorang wanita mengendarai gajah di depan orang banyak yang memujanya.	Seorang wanita mengendarai seekor gajah.
train	main-captions	MSRvid	2012test	0445	3.800	Seekor anak anjing meluncur mundur di sepanjang lantai.	Seekor anak anjing mendorong dirinya ke belakang.
train	main-captions	MSRvid	2012test	0447	4.600	Seorang wanita membelah siung bawang putih.	Seorang wanita sedang memecah kepala bawang putih menjadi siung.
train	main-captions	MSRvid	2012test	0448	2.600	Seekor anjing sedang melihat ke dalam kolam renang.	Seekor anjing sedang berjalan di tepi kolam.
train	main-captions	MSRvid	2012test	0449	3.600	Seorang wanita mencampurkan perawatan kecantikan ke dalam gelas.	Seorang wanita sedang mencampur krim dalam gelas dengan sendok.
train	main-captions	MSRvid	2012test	0450	3.600	Seorang pria sedang menggambar.	Seseorang sedang menggambar.
train	main-captions	MSRvid	2012test	0455	1.000	Seorang wanita sedang memetik tomat.	Seorang wanita sedang menuangkan adonan ke dalam mangkuk.
train	main-captions	MSRvid	2012test	0456	2.750	Seorang pria sedang melihat monitor komputer.	Seorang pria sedang menggunakan laptop.
train	main-captions	MSRvid	2012test	0457	1.250	Anak laki-laki itu sedang mengendarai sepeda roda tiga.	Seorang wanita sedang mengendarai skuter air.
train	main-captions	MSRvid	2012test	0458	2.750	Dua pria berkompetisi dalam perlombaan menggelindingkan ban.	Dua orang membalik ban traktor dalam perlombaan.
train	main-captions	MSRvid	2012test	0460	0.000	Seseorang sedang memotong daging.	Seseorang mengendarai banteng mekanis
train	main-captions	MSRvid	2012test	0461	0.000	Seorang pria sedang bermain biola.	Seorang wanita sedang menggunakan mesin jahit.
train	main-captions	MSRvid	2012test	0466	2.400	Bayi itu merangkak melewati ambang pintu.	Seorang bayi merangkak melintasi lantai.
train	main-captions	MSRvid	2012test	0467	2.200	Seorang pria sedang bermain keyboard.	Seseorang sedang bermain piano.
train	main-captions	MSRvid	2012test	0469	0.200	Seorang pria sedang mencium dua buah pizza.	Seorang wanita sedang memberi makan seorang pria.
train	main-captions	MSRvid	2012test	0471	2.800	Seekor monyet menarik ekor anjing.	Seekor monyet sedang menggoda seekor anjing di kebun binatang.
train	main-captions	MSRvid	2012test	0472	4.000	Seekor anjing berbaring telentang di lantai kayu.	Seekor anjing sedang berbaring di lantai.
train	main-captions	MSRvid	2012test	0474	0.000	Seorang wanita sedang menggoreng sesuatu di wajan.	Seorang pria sedang memainkan gitarnya.
train	main-captions	MSRvid	2012test	0476	5.000	Seorang pria memasukkan bumbu ke dalam semangkuk air.	Pria itu menambahkan bumbu ke dalam air dalam mangkuk.
train	main-captions	MSRvid	2012test	0477	0.000	Seorang wanita tua sedang menuangkan minyak ke dalam penggorengan.	Seorang pria yang diikat sedang memasukkan air.
train	main-captions	MSRvid	2012test	0479	3.200	Seorang wanita sedang memotong bawang.	Seorang wanita sedang mengiris sebagian bawang bombay.
train	main-captions	MSRvid	2012test	0480	3.500	Wanita itu mengambil kanguru itu.	Seorang wanita membawa seekor kanguru.
train	main-captions	MSRvid	2012test	0481	1.750	Seekor anjing menggigit kaleng.	Seekor anjing membuka sekaleng makanan.
train	main-captions	MSRvid	2012test	0482	1.250	Seorang wanita sedang membuang tulang ikan.	Seorang pria menangkap ikan.
train	main-captions	MSRvid	2012test	0483	0.833	Seorang pria sedang memotong rumput.	Seorang pria memecahkan beton.
train	main-captions	MSRvid	2012test	0484	0.000	Seekor kucing sedang menonton TV.	Seorang pria sedang mengiris daun.
train	main-captions	MSRvid	2012test	0485	3.750	Anak laki-laki itu terjebak di pintu rumah anjing.	Seorang anak terjebak di rumah anjing.
train	main-captions	MSRvid	2012test	0486	2.750	Orang-orang terjun ke kolam renang.	Seorang pria terjatuh ke dalam kolam.
train	main-captions	MSRvid	2012test	0489	3.800	Seorang wanita berenang di bawah air.	Seorang wanita sedang berenang.
train	main-captions	MSRvid	2012test	0490	0.200	Seorang pria sedang bermain gitar.	Seorang wanita sedang menari.
train	main-captions	MSRvid	2012test	0492	3.400	Sebuah pesawat terbang di udara.	Sebuah pesawat South African Airways terbang di langit biru.
train	main-captions	MSRvid	2012test	0493	1.400	Seekor beruang lari dari dua anjing.	Seekor beruang sedang melawan serigala.
train	main-captions	MSRvid	2012test	0494	3.800	Seorang wanita sedang beristirahat di rakit apung.	Seorang wanita bersantai di ban dalam.
train	main-captions	MSRvid	2012test	0496	0.400	Seorang pria meninggal di ruang operasi.	Seorang pria sedang mencium seorang wanita di atas panggung.
train	main-captions	MSRvid	2012test	0497	0.000	Seorang pria sedang memegang sehelai daun.	Seorang wanita sedang menonton televisi.
train	main-captions	MSRvid	2012test	0498	0.000	Seseorang sedang menunggang kuda.	Seorang wanita sedang mengiris kentang.
train	main-captions	MSRvid	2012test	0499	0.000	Seorang wanita sedang mengiris gurita.	Seorang pria sedang bermain gitar.
train	main-captions	MSRvid	2012test	0500	0.200	Seorang pria memecahkan kendi air.	Seorang wanita sedang mengupas bawang putih.
train	main-captions	MSRvid	2012test	0501	0.000	Seorang pria sedang bermain gitar.	Seorang wanita sedang memotong sayuran.
train	main-captions	MSRvid	2012test	0502	0.000	Seorang gadis sedang makan cupcake.	Seorang pria sedang mengiris mentimun.
train	main-captions	MSRvid	2012test	0503	3.800	Gadis kecil itu bermain di rumput dengan seekor anjing dan sebuah bola.	Seorang bayi bermain dengan anjing dan bola.
train	main-captions	MSRvid	2012test	0505	2.250	Orang-orang naik dan mendayung rakit.	Empat orang sedang mengapung di atas rakit.
train	main-captions	MSRvid	2012test	0508	2.400	Wanita itu memotong kentang.	Seorang pria sedang memotong kentang.
train	main-captions	MSRvid	2012test	0510	3.200	Rudal itu meledak.	Sebuah roket meledak.
train	main-captions	MSRvid	2012test	0511	1.600	Seekor anjing sedang bermain di salju.	Seekor anjing sedang mengais-ngais seekor lalat di karpet di depannya.
train	main-captions	MSRvid	2012test	0512	0.400	Seorang wanita sedang berdansa dengan wanita lain.	Seorang wanita sedang menyuwir ayam.
train	main-captions	MSRvid	2012test	0513	0.000	Seorang anak laki-laki sedang mendorong sebuah van.	Seseorang sedang mengiris tomat.
train	main-captions	MSRvid	2012test	0515	0.400	Seorang anak laki-laki sedang membuat beberapa langkah tarian.	Seorang anak laki-laki sedang menuangkan sesuatu dari kendi.
